DEPOT,AUTH_ID,PASS_NUMBER,ROUTE,RUN_NUMBER,SERV_ID,DATE,TIMESTAMP
MJQT,OA,025062,M21,206,0,2011-11-11,2011-11-04 07:43:21
MJQT,OA,025100,M14AD,015,0,2011-11-11,2011-11-10 19:52:45
MJQT,OA,025136,M72,121,0,2011-11-11,2011-11-10 19:53:34
MJQT,OA,025392,M98,505,0,2011-11-11,2011-11-10 19:53:34
MJQT,OA,025420,M104,009,0,2011-11-11,2011-11-10 19:52:54
MJQT,OA,025488,M66,OTVOL,,2011-11-11,2011-11-10 09:33:24
MJQT,OA,025488,M72,107,0,2011-11-11,2011-11-10 19:53:01
MJQT,OA,025528,M14AD,014,0,2011-11-11,2011-11-10 19:52:44
100T,OA,025538,M101,039,0,2011-11-11,2011-11-10 19:14:41
100T,OA,025538,100T,007,0,2011-11-11,2011-11-10 11:06:38
100T,OA,025538,M101,069,0,2011-11-11,2011-11-10 11:06:38
MJQT,OA,025708,M72,104,0,2011-11-11,2011-11-10 10:11:22
MTVT,OA,025731,M5,255,0,2011-11-11,2011-11-10 11:32:32
MJQT,OA,025758,M22,303,0,2011-11-11,2011-11-10 19:52:46
MJQT,OA,025797,MJQT,51,,2011-11-11,2011-11-10 10:10:01
MJQT,OA,025797,M104,003,0,2011-11-11,2011-11-10 19:52:38
FLTT,OA,025852,FLTT,016,2,2011-11-11,2011-11-10 11:44:46
FLTT,OA,025852,B46,185,0,2011-11-11,2011-11-10 19:06:55
MJQT,OA,025869,M66,004,0,2011-11-11,2011-11-10 19:52:48
KBGT,OA,025881,BX1X2,035,0,2011-11-11,2011-11-10 19:26:19
FLTT,OA,025940,B46,129,0,2011-11-11,2011-11-10 19:06:39
MJQT,OA,026053,M20,102,0,2011-11-11,2011-11-10 19:52:51
MJQT,OA,026072,M104,038,0,2011-11-11,2011-11-10 19:53:30
MJQT,OA,026111,M14AD,072,0,2011-11-11,2011-11-10 19:53:35
MJQT,OA,026166,MJQT,001,2,2011-11-11,2011-11-05 07:06:39
MJQT,OA,026181,M34,016,0,2011-11-11,2011-11-11 07:17:22
MJQT,OA,026181,MJQT,31,,2011-11-11,2011-11-10 10:13:46
MJQT,OA,026181,M42,425,2,2011-11-11,2011-11-10 19:53:12
MJQT,OA,026245,M14AD,062,0,2011-11-11,2011-11-10 19:53:29
MJQT,OA,026347,M42,408,0,2011-11-11,2011-11-10 10:11:20
MJQT,OA,026358,M23,005,0,2011-11-11,2011-11-10 19:52:53
MJQT,OA,026373,M9,102,0,2011-11-11,2011-11-11 05:29:37
MJQT,OA,026373,M72,103,0,2011-11-11,2011-11-10 19:52:46
MJQT,OA,026436,M104,011,0,2011-11-11,2011-11-10 19:53:04
MJQT,OA,026899,M14AD,034,0,2011-11-11,2011-11-10 19:52:58
MJQT,OA,026911,M14AD,022,0,2011-11-11,2011-11-10 19:52:51
MJQT,OA,026934,M79,016,2,2011-11-11,2011-11-10 19:53:16
JGLT,OA,027024,B63,103,0,2011-11-11,2011-11-01 07:11:13
MJQT,OA,027094,M66,016,0,2011-11-11,2011-11-10 19:53:17
100T,OA,027107,M101,025,0,2011-11-11,2011-11-10 11:23:28
MJQT,OA,027109,M72,115,0,2011-11-11,2011-11-10 19:53:21
MJQT,OA,027128,M20,117,0,2011-11-11,2011-11-10 19:53:31
MJQT,OA,027129,M79,003,2,2011-11-11,2011-11-10 19:52:42
MJQT,OA,027129,MJQT,003,,2011-11-11,2011-11-04 08:26:39
MJQT,OA,027148,M79,017,2,2011-11-11,2011-11-10 19:53:16
MJQT,OA,027159,M104,034,0,2011-11-11,2011-11-10 19:53:29
MJQT,OA,027204,M42,413,0,2011-11-11,2011-11-10 19:53:03
MJQT,OA,027250,M8,007,0,2011-11-11,2011-11-10 19:53:29
MJQT,OA,027252,M14AD,028,0,2011-11-11,2011-11-10 19:52:55
100T,OA,027388,M101,031,0,2011-11-11,2011-11-10 19:14:40
MJQT,OA,027440,MJQT,OTVOL,,2011-11-11,2011-11-10 09:33:24
MJQT,OA,027440,M42,414,0,2011-11-11,2011-11-10 19:53:04
MJQT,OA,027466,MJQT,001,0,2011-11-11,2011-11-10 19:53:14
MJQT,OA,027466,MJQT,X03,0,2011-11-11,2011-11-10 19:52:49
MJQT,OA,027483,M50,002,0,2011-11-11,2011-11-10 19:52:40
MJQT,OA,027715,M57,001,0,2011-11-11,2011-11-10 19:52:41
MJQT,OA,027715,MJQT,002,2,2011-11-11,2011-11-05 23:19:53
MJQT,OA,027716,M104,014,0,2011-11-11,2011-11-04 23:53:49
MJQT,OA,027820,M104,024,0,2011-11-11,2011-11-10 19:53:18
MJQT,OA,027821,M79,007,2,2011-11-11,2011-11-10 19:52:57
MJQT,OA,027912,M34,027,0,2011-11-11,2011-11-04 07:43:31
MJQT,OA,028128,MJQT,37,,2011-11-11,2011-11-04 07:42:50
MJQT,OA,028361,M14AD,010,0,2011-11-11,2011-11-10 19:52:42
MJQT,OA,028369,MJQT,006,0,2011-11-11,2011-11-10 19:53:28
MJQT,OA,028441,M42,403,0,2011-11-11,2011-11-10 19:52:42
MJQT,OA,028442,M98,506,0,2011-11-11,2011-11-10 19:53:33
100T,OA,028450,100T,002,0,2011-11-11,2011-11-07 12:58:16
100T,OA,028450,M101,071,0,2011-11-11,2011-11-07 12:58:15
100T,OA,028450,100T,724,,2011-11-11,2011-11-10 19:14:48
MJQT,OA,028452,M9,103,0,2011-11-11,2011-11-10 19:52:53
MJQT,OA,028462,M23,004,0,2011-11-11,2011-11-11 04:26:14
MJQT,OA,028462,M14AD,004,0,2011-11-11,2011-11-10 19:52:37
MJQT,OA,028511,MJQT,38,,2011-11-11,2011-11-10 10:14:40
MJQT,OA,028511,M79,020,2,2011-11-11,2011-11-10 19:53:18
MJQT,OA,028514,M14AD,017,0,2011-11-11,2011-11-04 07:42:47
MJQT,OA,028540,M23,021,0,2011-11-11,2011-11-10 19:53:34
MJQT,OA,028592,M34,027,0,2011-11-11,2011-11-10 19:53:20
UPKT,OA,028679,B6,295,2,2011-11-11,2011-11-10 19:00:45
MJQT,OA,028726,MJQT,001,,2011-11-11,2011-11-10 19:52:49
MJQT,OA,029256,MJQT,011,0,2011-11-11,2011-11-10 19:53:41
MTVT,OA,029411,M96,023,0,2011-11-11,2011-11-10 19:08:14
FLTT,OA,029465,B49,013,2,2011-11-11,2011-11-10 19:06:39
MJQT,OA,029506,M14AD,048,0,2011-11-11,2011-11-10 19:53:21
UPKT,OA,029518,B36,425,2,2011-11-11,2011-11-10 19:00:41
MJQT,OA,029555,M104,007,0,2011-11-11,2011-11-10 19:52:50
100T,OA,029607,M101,082,0,2011-11-11,2011-11-10 19:14:44
UPKT,OA,029644,B6,276,2,2011-11-11,2011-11-10 19:00:41
MJQT,OA,029797,M14AD,064,0,2011-11-11,2011-11-10 19:53:31
MJQT,OA,029812,MJQT,015,,2011-11-11,2011-11-04 08:26:40
MJQT,OA,029923,M50,010,0,2011-11-11,2011-11-10 19:53:31
MJQT,OA,030017,M14AD,046,0,2011-11-11,2011-11-10 19:53:19
MJQT,OA,030314,MJQT,009,0,2011-11-11,2011-11-10 19:53:40
MJQT,OA,030475,MJQT,003b,2,2011-11-11,2011-11-11 06:39:05
MJQT,OA,030475,MJQT,003a,2,2011-11-11,2011-11-11 06:39:05
MJQT,OA,030475,M21,201,0,2011-11-11,2011-11-11 06:39:06
MJQT,OA,030475,MJQT,04,,2011-11-11,2011-11-10 10:10:47
MJQT,OA,030475,MJQT,003,2,2011-11-11,2011-11-10 19:52:44
MJQT,OA,030503,M104,036,0,2011-11-11,2011-11-10 19:53:33
MJQT,OA,030509,M50,009,0,2011-11-11,2011-11-10 19:53:24
MJQT,OA,030512,M34,011,0,2011-11-11,2011-11-10 19:53:01
MJQT,OA,030747,M72,118,0,2011-11-11,2011-11-10 19:53:24
MJQT,OA,030753,M14AD,058,0,2011-11-11,2011-11-10 10:15:11
JGLT,OA,030761,B43,125,2,2011-11-11,2011-11-10 12:58:20
MJQT,OA,030763,M98,507,0,2011-11-11,2011-11-10 10:15:28
ENYT,OA,030765,B15,166,0,2011-11-11,2011-11-10 19:04:10
MJQT,OA,030823,M66,023,0,2011-11-11,2011-11-04 07:42:49
MJQT,OA,030859,M14AD,069,0,2011-11-11,2011-11-10 19:53:35
FRPT,OA,030861,Q54,011,2,2011-11-11,2011-11-10 19:00:59
JGLT,OA,030871,JGLT,002,2,2011-11-11,2011-11-03 11:05:29
100T,OA,030881,M101,016,0,2011-11-11,2011-11-10 19:14:39
ENYT,OA,030972,B7,006,2,2011-11-11,2011-11-04 07:39:28
MJQT,OA,030978,M23,006,0,2011-11-11,2011-11-10 19:52:56
MJQT,OA,030978,MJQT,005,,2011-11-11,2011-11-04 08:26:41
MJQT,OA,031259,M50,011,0,2011-11-11,2011-11-10 11:35:06
MJQT,OA,031609,M79,023,0,2011-11-11,2011-11-10 19:53:30
MJQT,OA,031689,M14AD,017,0,2011-11-11,2011-11-10 19:52:46
FRPT,OA,031704,B52,137,0,2011-11-11,2011-11-10 13:33:28
MJQT,OA,031706,M104,008,0,2011-11-11,2011-11-10 19:52:51
MJQT,OA,031744,M20,114,0,2011-11-11,2011-11-04 07:43:28
MJQT,OA,031752,M42,426,0,2011-11-11,2011-11-10 19:53:23
MJQT,OA,031830,M14AD,008,0,2011-11-11,2011-11-10 19:52:40
MJQT,OA,032286,M66,020,0,2011-11-11,2011-11-10 19:53:21
JGLT,OA,032396,B68,112,0,2011-11-11,2011-11-10 20:22:33
GAVT,OA,033522,Q59,818,0,2011-11-11,2011-11-10 21:05:18
MJQT,OA,033632,MJQT,17,,2011-11-11,2011-11-10 10:13:25
MJQT,OA,033632,M34,017,0,2011-11-11,2011-11-10 19:53:07
FRPT,OA,033634,B52,118,0,2011-11-11,2011-11-03 07:00:59
MJQT,OA,033678,M79,022,0,2011-11-11,2011-11-10 19:53:29
MTVT,OA,033692,M2,113,0,2011-11-11,2011-11-04 09:04:50
MJQT,OA,033697,M57,002,0,2011-11-11,2011-11-10 19:52:44
KBGT,OA,033722,BX7,131,0,2011-11-11,2011-11-10 19:26:56
FRPT,TA,536026,Q54,003,2,2011-11-11,2011-11-10 19:00:57
CHAT,TA,764607,MISC,909,0,2011-11-11,2011-11-10 19:01:09
CSTT,TA,110402,S66,301,0,2011-11-11,2011-11-10 19:23:55
CHAT,TA,141236,X0109,819,0,2011-11-11,2011-11-10 19:01:22
YUKT,TA,691624,MISC,218,0,2011-11-11,2011-11-10 19:04:15
YUKT,TA,963222,MISC,130,0,2011-11-11,2011-11-10 19:03:59
YUKT,TA,705596,X109,015,0,2011-11-11,2011-11-10 19:04:00
YUKT,TA,827542,YUKT,009,0,2011-11-11,2011-11-10 19:04:20
YUKT,TA,827542,YUKT,X99,0,2011-11-11,2011-11-10 19:04:13
CHAT,TA,919462,X1719,807,0,2011-11-11,2011-11-10 19:01:09
YUKT,TA,389089,X109,013,0,2011-11-11,2011-11-10 19:03:59
CHAT,TA,723413,X0109,801,0,2011-11-11,2011-11-10 19:01:08
CSTT,TA,573006,CSTT,003b,2,2011-11-11,2011-11-11 06:10:37
CSTT,TA,573006,CSTT,003a,2,2011-11-11,2011-11-11 06:10:37
CSTT,TA,573006,MISC,469,2,2011-11-11,2011-11-11 06:10:46
CSTT,TA,573006,CSTT,03,,2011-11-11,2011-11-10 13:55:37
CSTT,TA,573006,CSTT,003,2,2011-11-11,2011-11-10 19:23:51
YUKT,TA,624527,X109,008,0,2011-11-11,2011-11-10 19:03:58
CHAT,TA,451199,X0109,813,0,2011-11-11,2011-11-10 19:01:17
YUKT,TA,200673,X109,055,0,2011-11-11,2011-11-10 19:04:08
YUKT,TA,584001,MISC,111,0,2011-11-11,2011-11-10 19:03:56
CHAT,TA,264041,X22,806,0,2011-11-11,2011-11-10 19:01:13
CHAT,TA,059377,CHAT,002,0,2011-11-11,2011-11-11 01:32:42
CHAT,TA,059377,CHAT,006,0,2011-11-11,2011-11-10 19:01:27
CHAT,TA,059377,CHAT,X01,0,2011-11-11,2011-11-10 19:01:17
YUKT,TA,221685,X109,005,0,2011-11-11,2011-11-10 19:03:56
CHAT,TA,780059,X22,817,0,2011-11-11,2011-11-10 12:19:29
CHAT,TA,765983,X31,807,2,2011-11-11,2011-11-10 19:01:21
CHAT,TA,140291,X1719,864,0,2011-11-11,2011-11-10 19:01:24
CSTT,TA,189781,MISC,406,0,2011-11-11,2011-11-10 19:23:52
YUKT,TA,676118,S59,001,0,2011-11-11,2011-11-10 12:35:41
YUKT,TA,692694,YUKT,01,,2011-11-11,2011-11-10 07:44:44
YUKT,TA,692694,X109,080,2,2011-11-11,2011-11-10 19:04:12
YUKT,TA,678049,MISC,170,2,2011-11-11,2011-11-10 19:04:06
CHAT,TA,807001,MISC,946,2,2011-11-11,2011-11-10 19:01:24
YUKT,TA,845289,X109,061,2,2011-11-11,2011-11-10 19:04:14
CHAT,TA,146005,MISC,908,0,2011-11-11,2011-11-10 19:01:09
YUKT,TA,210007,YUKT,15A,,2011-11-11,2011-11-10 14:28:31
YUKT,TA,210007,MISC,198,0,2011-11-11,2011-11-10 19:04:11
CHAT,TA,680556,X1719,819,0,2011-11-11,2011-11-10 19:01:12
CHAT,TA,556793,X22,804,0,2011-11-11,2011-11-10 19:01:11
CHAT,TA,594649,X1719,813,0,2011-11-11,2011-11-10 19:01:10
YUKT,TA,010885,YUKT,09A,,2011-11-11,2011-11-10 07:44:50
YUKT,TA,010885,MISC,210,0,2011-11-11,2011-11-10 19:04:12
YUKT,TA,147734,MISC,207,0,2011-11-11,2011-11-10 19:04:12
YUKT,TA,001165,X109,018,0,2011-11-11,2011-11-10 19:04:00
YUKT,TA,013512,S6191,002,2,2011-11-11,2011-11-10 19:03:57
MAVT,TA,152026,X30,606,0,2011-11-11,2011-11-10 19:05:42
YUKT,TA,781875,MISC,149,2,2011-11-11,2011-11-10 19:04:01
YUKT,TA,388427,X109,022,0,2011-11-11,2011-11-10 19:04:01
CHAT,TA,306860,CHAT,006,,2011-11-11,2011-11-05 08:30:07
YUKT,TA,772132,MISC,171,0,2011-11-11,2011-11-10 19:04:06
CHAT,TA,558651,X1719,859,0,2011-11-11,2011-11-10 19:01:23
MAVT,TA,843857,MAVT,002b,2,2011-11-11,2011-11-11 05:56:56
MAVT,TA,843857,MAVT,002a,2,2011-11-11,2011-11-11 05:56:55
MAVT,TA,843857,MISC,702,0,2011-11-11,2011-11-11 05:56:56
MAVT,TA,843857,MAVT,04,,2011-11-11,2011-11-10 08:07:26
MAVT,TA,843857,MAVT,002,2,2011-11-11,2011-11-10 19:05:37
CHAT,TA,990423,X1719,830,0,2011-11-11,2011-11-10 19:01:15
CHAT,TA,801660,X0109,814,2,2011-11-11,2011-11-10 19:01:18
YUKT,TA,565141,MISC,155,2,2011-11-11,2011-11-10 14:28:26
CHAT,TA,116762,MISC,907,0,2011-11-11,2011-11-10 12:11:12
YUKT,TA,955001,S89,008,0,2011-11-11,2011-11-10 19:04:10
CHAT,TA,019018,MISC,927,2,2011-11-11,2011-11-10 19:01:23
YUKT,TA,819738,X109,076,2,2011-11-11,2011-11-05 10:07:23
YUKT,TA,475004,MISC,129,2,2011-11-11,2011-11-10 19:03:59
YUKT,TA,677935,X109,002,0,2011-11-11,2011-11-10 19:03:55
YUKT,TA,205895,S59,003,0,2011-11-11,2011-11-10 19:04:00
YUKT,TA,674731,S79,001,2,2011-11-11,2011-11-10 19:04:06
YUKT,TA,064859,MISC,160,0,2011-11-11,2011-11-10 19:04:03
YUKT,TA,557521,MISC,196,0,2011-11-11,2011-11-10 19:04:11
YUKT,TA,863104,X109,046,0,2011-11-11,2011-11-10 19:04:06
YUKT,TA,291154,X109,083,0,2011-11-11,2011-11-10 19:04:13
YUKT,TA,498646,YUKT,012,0,2011-11-11,2011-11-10 19:04:21
CHAT,TA,134366,CHAT,01,0,2011-11-11,2011-11-10 19:01:23
MAVT,TA,304352,X30,607,0,2011-11-11,2011-11-10 19:05:43
YUKT,TA,641171,MISC,188,0,2011-11-11,2011-11-10 19:04:08
YUKT,TA,029351,MISC,172,2,2011-11-11,2011-11-10 19:04:06
YUKT,TA,776225,MISC,267,0,2011-11-11,2011-11-10 19:04:20
CSTT,TA,492780,CSTT,013,0,2011-11-11,2011-11-10 19:24:16
CHAT,TA,011154,CHAT,010,0,2011-11-11,2011-11-10 19:01:30
CHAT,TA,011154,CHAT,001,0,2011-11-11,2011-11-10 16:25:18
CHAT,TA,011154,CHAT,X01,0,2011-11-11,2011-11-10 16:25:18
YUKT,TA,671002,MISC,103,0,2011-11-11,2011-11-10 12:35:39
YUKT,TA,772151,X109,036,0,2011-11-11,2011-11-10 19:04:04
YUKT,TA,221003,MISC,148,0,2011-11-11,2011-11-10 19:04:01
YUKT,TA,497198,YUKT,04,,2011-11-11,2011-11-06 13:45:56
YUKT,TA,497198,YUKT,C3,0,2011-11-11,2011-11-06 13:45:56
YUKT,TA,709807,MISC,179,2,2011-11-11,2011-11-10 19:04:14
CHAT,TA,376643,MISC,903,0,2011-11-11,2011-11-10 19:01:08
YUKT,TA,059371,X109,003,0,2011-11-11,2011-11-10 19:03:56
CHAT,TA,470584,MISC,931a,2,2011-11-11,2011-11-11 09:47:43
CHAT,TA,470584,CHAT,09,,2011-11-11,2011-11-10 12:19:24
CHAT,TA,470584,X1719,839,0,2011-11-11,2011-11-10 19:01:17
YUKT,TA,727414,MISC,167,0,2011-11-11,2011-11-10 19:04:04
YUKT,TA,626539,X109,073,2,2011-11-11,2011-11-10 19:04:12
CHAT,TA,885100,X1719,860,0,2011-11-11,2011-11-10 19:01:23
CHAT,TA,207306,X1719,841,0,2011-11-11,2011-11-10 19:01:18
YUKT,TA,271620,X109,052,0,2011-11-11,2011-11-10 19:04:06
MAVT,TA,834629,X30,605,0,2011-11-11,2011-11-10 19:05:41
CHAT,TA,750861,X0109,805,0,2011-11-11,2011-11-10 12:11:14
YUKT,TA,899681,X109,007,0,2011-11-11,2011-11-10 19:03:58
CHAT,TA,515001,CHAT,04,,2011-11-11,2011-11-10 12:19:21
CHAT,TA,515001,CHAT,002,2,2011-11-11,2011-11-10 19:01:08
CHAT,TA,515001,CHAT,002b,2,2011-11-11,2011-11-11 08:17:20
CHAT,TA,515001,CHAT,002a,2,2011-11-11,2011-11-11 08:17:20
CHAT,TA,515001,X22,806,0,2011-11-11,2011-11-11 08:17:20
YUKT,TA,782674,MISC,210,0,2011-11-11,2011-11-10 07:44:50
YUKT,TA,644081,X109,014,0,2011-11-11,2011-11-10 19:04:00
YUKT,TA,067091,YUKT,007,0,2011-11-11,2011-11-10 19:04:17
YUKT,TA,067091,YUKT,X04,0,2011-11-11,2011-11-10 19:04:13
MAVT,TA,150980,X30,609,0,2011-11-11,2011-11-10 19:05:44
CHAT,TA,913599,MISC,925,2,2011-11-11,2011-11-10 19:01:16
CHAT,TA,219001,S7484,806,2,2011-11-11,2011-11-10 19:01:26
CHAT,TA,502841,X1719,862,0,2011-11-11,2011-11-10 19:01:24
CHAT,TA,246725,X1719,815,0,2011-11-11,2011-11-10 19:01:11
CHAT,TA,877801,X0109,817,0,2011-11-11,2011-11-10 19:01:19
YUKT,TA,599311,MISC,184,2,2011-11-11,2011-11-10 19:04:07
YUKT,TA,596943,X109,045,2,2011-11-11,2011-11-10 19:04:14
MAVT,TA,500601,X1011,603,0,2011-11-11,2011-11-10 19:05:49
CHAT,TA,750876,X1719,825,0,2011-11-11,2011-11-10 19:01:14
YUKT,TA,974356,MISC,174,2,2011-11-11,2011-11-10 19:04:15
CHAT,TA,787152,X1719,821,0,2011-11-11,2011-11-10 19:01:13
CHAT,TA,157161,X0109,816,0,2011-11-11,2011-11-10 19:01:19
CHAT,TA,618121,MISC,944,2,2011-11-11,2011-11-10 19:01:23
YUKT,TA,770365,X109,016,0,2011-11-11,2011-11-10 19:04:00
CHAT,TA,709657,X0109,812,0,2011-11-11,2011-11-10 19:01:15
CSTT,TA,729333,CSTT,005,0,2011-11-11,2011-11-10 19:24:11
CSTT,TA,729333,CSTT,X98,0,2011-11-11,2011-11-10 19:24:08
CHAT,TA,515071,S55,802,2,2011-11-11,2011-11-10 19:01:25
CHAT,TA,620013,S56,801,0,2011-11-11,2011-11-10 19:01:13
CHAT,TA,620013,CHAT,009,,2011-11-11,2011-11-05 07:05:51
YUKT,TA,271746,YUKT,019d,2,2011-11-11,2011-11-11 08:01:19
YUKT,TA,271746,YUKT,019c,2,2011-11-11,2011-11-11 08:01:19
YUKT,TA,271746,YUKT,019b,2,2011-11-11,2011-11-11 06:19:59
YUKT,TA,271746,YUKT,019a,2,2011-11-11,2011-11-11 06:19:58
YUKT,TA,271746,X109,073,2,2011-11-11,2011-11-11 06:19:59
YUKT,TA,271746,YUKT,019,2,2011-11-11,2011-11-11 06:18:55
YUKT,TA,271746,YUKT,003b,2,2011-11-11,2011-11-11 06:16:46
YUKT,TA,271746,YUKT,003a,2,2011-11-11,2011-11-11 06:16:46
YUKT,TA,271746,MISC,169,2,2011-11-11,2011-11-11 06:16:46
YUKT,TA,271746,YUKT,06,,2011-11-11,2011-11-10 14:28:15
YUKT,TA,271746,YUKT,003,2,2011-11-11,2011-11-10 19:03:55
YUKT,TA,155246,X109,081,0,2011-11-11,2011-11-10 19:04:12
YUKT,TA,676119,X109,088,0,2011-11-11,2011-11-10 07:44:47
YUKT,TA,759993,X109,030,0,2011-11-11,2011-11-10 19:04:03
CHAT,TA,019450,MISC,929e,2,2011-11-11,2011-11-11 08:29:37
CHAT,TA,019450,X1719,801,0,2011-11-11,2011-11-10 19:01:08
YUKT,TA,300179,X109,041,0,2011-11-11,2011-11-10 14:28:27
YUKT,TA,915162,MISC,203,2,2011-11-11,2011-11-10 19:04:13
CHAT,TA,697676,MISC,942,2,2011-11-11,2011-11-10 19:01:21
CHAT,TA,914123,X31,804,0,2011-11-11,2011-11-10 19:01:17
MAVT,TA,803821,X15,607,0,2011-11-11,2011-11-10 19:05:45
MAVT,TA,081429,MISC,707,0,2011-11-11,2011-11-10 19:05:51
YUKT,TA,073830,MISC,205,0,2011-11-11,2011-11-10 19:04:12
CHAT,TA,930958,MISC,935,0,2011-11-11,2011-11-10 19:01:19
CHAT,TA,311556,X1719,805,0,2011-11-11,2011-11-10 19:01:09
YUKT,TA,346871,MISC,182,0,2011-11-11,2011-11-10 14:28:29
YUKT,TA,129004,S4494,001,0,2011-11-11,2011-11-10 19:04:15
CHAT,TA,521070,X0109,811,0,2011-11-11,2011-11-10 12:11:18
CHAT,TA,489982,X1719,846,0,2011-11-11,2011-11-10 19:01:19
MAVT,TA,775192,X30,602,0,2011-11-11,2011-11-10 19:05:38
YUKT,TA,724026,X109,028,0,2011-11-11,2011-11-10 14:10:53
YUKT,TA,308079,MISC,204,0,2011-11-11,2011-11-10 07:44:38
YUKT,TA,425541,S6292,001,0,2011-11-11,2011-11-10 14:09:22
YUKT,TA,688830,X109,062,2,2011-11-11,2011-11-10 19:04:09
CHAT,TA,271004,X1719,823,0,2011-11-11,2011-11-10 19:01:13
CHAT,TA,777821,S7484,804,0,2011-11-11,2011-11-10 19:01:17
CHAT,TA,996003,CHAT,10,,2011-11-11,2011-11-10 12:19:24
CHAT,TA,996003,X1719,847,2,2011-11-11,2011-11-10 19:01:19
CHAT,TA,996003,S78,813a,2,2011-11-11,2011-11-11 09:16:28
YUKT,TA,548206,X109,011,0,2011-11-11,2011-11-10 19:03:59
YUKT,TA,497654,X109,040,0,2011-11-11,2011-11-10 19:04:05
MAVT,TA,451439,X15,611,0,2011-11-11,2011-11-10 19:05:53
CHAT,TA,597341,S78,808,2,2011-11-11,2011-11-10 19:01:24
YUKT,TA,858311,X109,060,0,2011-11-11,2011-11-10 19:04:09
YUKT,TA,915196,MISC,166,2,2011-11-11,2011-11-10 19:04:04
CHAT,TA,302432,X1719,811,0,2011-11-11,2011-11-10 19:01:10
YUKT,TA,189954,X109,051,0,2011-11-11,2011-11-10 19:04:06
YUKT,TA,621001,MISC,215,0,2011-11-11,2011-11-10 19:04:15
YUKT,TA,073241,YUKT,001b,2,2011-11-11,2011-11-11 05:54:08
YUKT,TA,073241,YUKT,001a,2,2011-11-11,2011-11-11 05:54:07
YUKT,TA,073241,MISC,144,0,2011-11-11,2011-11-11 05:54:08
YUKT,TA,073241,YUKT,02,,2011-11-11,2011-11-10 14:28:09
YUKT,TA,073241,YUKT,001,2,2011-11-11,2011-11-10 19:03:54
CHAT,TA,784522,X22,815,0,2011-11-11,2011-11-10 19:01:21
YUKT,TA,991065,X109,029,0,2011-11-11,2011-11-10 19:04:02
CHAT,TA,009170,CHAT,05,,2011-11-11,2011-11-10 12:19:21
CHAT,TA,009170,CHAT,003,2,2011-11-11,2011-11-10 19:01:08
CHAT,TA,009170,CHAT,003b,2,2011-11-11,2011-11-11 08:17:55
CHAT,TA,009170,CHAT,003a,2,2011-11-11,2011-11-11 08:17:55
CHAT,TA,009170,MISC,932,2,2011-11-11,2011-11-11 08:18:02
MAVT,TA,758755,X15,601,0,2011-11-11,2011-11-10 19:05:36
CHAT,TA,369542,X1719,824,0,2011-11-11,2011-11-10 12:11:17
CHAT,TA,524931,X1719,861,0,2011-11-11,2011-11-10 19:01:23
YUKT,TA,209548,X109,064,0,2011-11-11,2011-11-10 19:04:10
CHAT,TA,210616,MISC,945,0,2011-11-11,2011-11-10 19:01:23
YUKT,TA,322616,X109,027,0,2011-11-11,2011-11-10 19:04:02
CHAT,TA,503001,X1719,853,2,2011-11-11,2011-11-10 19:01:24
MAVT,TA,018688,X30,603,0,2011-11-11,2011-11-10 19:05:39
CHAT,TA,756310,X1719,816,0,2011-11-11,2011-11-10 19:01:11
CHAT,TA,257341,MISC,932,2,2011-11-11,2011-11-05 08:38:08
CHAT,TA,218263,CHAT,011,0,2011-11-11,2011-11-10 19:01:30
YUKT,TA,002463,YUKT,16,,2011-11-11,2011-11-05 10:41:12
YUKT,TA,002463,MISC,209,2,2011-11-11,2011-11-10 19:04:12
CHAT,TA,048768,X31,803,0,2011-11-11,2011-11-10 19:01:16
CHAT,TA,309515,X1719,852,0,2011-11-11,2011-11-10 19:01:21
YUKT,TA,956765,X109,079,2,2011-11-11,2011-11-10 19:04:12
CSTT,TA,700455,CSTT,006,0,2011-11-11,2011-11-10 19:24:11
CSTT,TA,700455,CSTT,X01,0,2011-11-11,2011-11-10 19:24:08
CHAT,TA,616889,X1719,870,0,2011-11-11,2011-11-10 19:01:27
CHAT,TA,432324,X22,816,0,2011-11-11,2011-11-10 12:19:28
YUKT,TA,900002,MISC,108,0,2011-11-11,2011-11-10 19:03:56
YUKT,TA,786725,X109,019,0,2011-11-11,2011-11-10 19:04:00
YUKT,TA,313365,MISC,107,0,2011-11-11,2011-11-10 19:03:56
MAVT,TA,557322,X15,608,0,2011-11-11,2011-11-10 19:05:46
YUKT,TA,013248,MISC,206,2,2011-11-11,2011-11-10 19:04:12
YUKT,TA,787048,YUKT,013,0,2011-11-11,2011-11-10 19:04:21
CHAT,TA,030064,CHAT,13,,2011-11-11,2011-11-10 12:19:27
CHAT,TA,030064,X0109,818,0,2011-11-11,2011-11-10 19:01:20
CHAT,TA,426866,X1719,817,0,2011-11-11,2011-11-10 19:01:11
YUKT,TA,765720,MISC,201,0,2011-11-11,2011-11-10 19:04:11
CHAT,TA,043913,X1719,848,0,2011-11-11,2011-11-10 12:19:25
YUKT,TA,353002,YUKT,12,,2011-11-11,2011-11-05 10:07:25
MTVT,TA,213002,M11,309,0,2011-11-11,2011-11-04 09:04:28
100T,TA,558006,M101,028,0,2011-11-11,2011-11-02 08:45:49
QUVT,TA,913009,Q46,001,0,2011-11-11,2011-11-10 20:06:34
QUVT,TA,678007,Q88,003,0,2011-11-11,2011-11-10 20:07:02
